ZONE T="boundary0"
-4 -0.27302 
-4 -0.334507 
-4 0.256882 
-4 0.214368 
-4 -0.217506 
-4 -0.119813 
-4 -0.161992 
-4 0.0682502 
-4 0.132515 
-4 -0.0776335 
-4 0.00398562 
-4 0.657587 
-4 0.828793 
-4 -0.39781 
-4 -0.552893 
-4 -1 
-4 -0.644673 
-4 -0.822337 
-4 1 
-4 -0.461112 
-4 0.299396 
-4 0.33878 
-4 0.456933 
-4 0.55726 
-4 0.378164 
-4 -0.303764 
-4 0.235625 
-4 -0.140902 
-4 0.173441 
-4 -0.098723 
-4 -0.0368239 
-4 0.74319 
-4 -0.189749 
-4 -0.245263 
-4 -0.429461 
-4 -0.366158 
-4 0.0361179 
-4 0.100382 
-4 0.319088 
-4 -0.598783 
-4 -0.507003 
-4 0.607423 
-4 0.914397 
-4 -0.911168 
-4 -0.733505 
-4 0.507096 
-4 0.358472 
-4 0.417548 
-4 0.278139 
ZONE T="boundary1"
3.86798 1 
-1.17896 1 
-0.971201 1 
-0.893614 1 
-0.252053 1 
0.0807206 1 
0.144554 1 
0.315231 1 
-1.06193 1 
0.494713 1 
1.32593 1 
3.06203 1 
0.919547 1 
-0.501754 1 
-1.25698 1 
-1.33499 1 
-1.46785 1 
-0.708401 1 
-1.75691 1 
-1.61238 1 
-2.05939 1 
1.59298 1 
1.68396 1 
1.09974 1 
-3.00912 1 
3.47192 1 
-2.81584 1 
3.60394 1 
1.502 1 
2.2957 1 
2.08081 1 
2.69505 1 
-4 1 
-3.65041 1 
1.21283 1 
-2.39215 1 
-2.604 1 
0.016887 1 
-0.0488571 1 
-0.114601 1 
-0.327393 1 
0.187223 1 
-0.183327 1 
0.229893 1 
0.712326 1 
0.60352 1 
-0.600776 1 
-0.402732 1 
-0.816026 1 
1.00964 1 
1.41397 1 
0.867742 1 
0.815937 1 
-3.20239 1 
-3.4264 1 
1.86592 1 
2.87854 1 
4 1 
3.73596 1 
-0.932408 1 
0.112637 1 
-1.12045 1 
-1.40142 1 
-1.68464 1 
1.63847 1 
3.26698 1 
-1.90815 1 
-2.91248 1 
3.53793 1 
1.54749 1 
2.18826 1 
2.49538 1 
-3.8252 1 
1.26938 1 
-2.49808 1 
0.0488037 1 
0.404972 1 
-0.0159851 1 
0.165889 1 
0.272562 1 
-0.081729 1 
-0.148964 1 
-0.21769 1 
-0.289723 1 
0.657923 1 
-1.01657 1 
-0.551265 1 
-0.452243 1 
-1.29599 1 
-1.21797 1 
0.549117 1 
-0.762214 1 
-0.654588 1 
-1.54012 1 
1.05469 1 
-0.85482 1 
1.36995 1 
0.841839 1 
-3.3144 1 
1.45798 1 
-3.5384 1 
1.97336 1 
1.77494 1 
-2.22577 1 
2.7868 1 
2.97029 1 
-2.70992 1 
-3.10576 1 
0.208558 1 
-0.365062 1 
0.764131 1 
0.893645 1 
0.964594 1 
1.15628 1 
3.80197 1 
3.93399 1 
3.66995 1 
ZONE T="boundary2"
4 -0.575175 
4 -0.467122 
4 0.176982 
4 0.238494 
4 0.300007 
4 0.479779 
4 0.414863 
4 0.0663231 
4 0.121652 
4 -0.00684325 
4 -0.841614 
4 -0.683229 
4 -1 
4 0.349948 
4 0.669752 
4 0.574765 
4 -0.0800096 
4 -0.137745 
4 -0.166612 
4 -0.19548 
4 -0.226122 
4 -0.392585 
4 -0.256764 
4 -0.318048 
4 -0.287406 
4 0.834876 
4 1 
4 -0.521149 
4 0.207738 
4 0.26925 
4 0.447321 
4 0.149317 
4 0.0297399 
4 -0.762421 
4 -0.920807 
4 0.382405 
4 0.0939877 
4 0.622259 
4 0.527272 
4 -0.108877 
4 -0.152178 
4 -0.210801 
4 -0.429854 
4 -0.181046 
4 -0.355317 
4 -0.241443 
4 -0.302727 
4 0.324977 
4 0.752314 
4 0.917438 
4 -0.0434264 
4 -0.272085 
4 -0.629202 
ZONE T="boundary3"
-4 -1 
-3.62193 -1 
0.350217 -1 
0.234626 -1 
0.189247 -1 
0.053112 -1 
-0.26868 -1 
-0.43752 -1 
-0.979183 -1 
4 -1 
-2.72752 -1 
1.66672 -1 
3.65402 -1 
3.48104 -1 
2.30555 -1 
2.47033 -1 
2.79931 -1 
2.63482 -1 
3.05368 -1 
1.97599 -1 
1.81121 -1 
-3.24386 -1 
-1.86561 -1 
-2.98569 -1 
-2.30555 -1 
-1.54411 -1 
0.465807 -1 
0.292421 -1 
-0.0336932 -1 
0.143869 -1 
-0.120499 -1 
-0.194589 -1 
0.714948 -1 
0.0984905 -1 
-0.0770959 -1 
0.588134 -1 
-0.632285 -1 
-0.3531 -1 
0.841763 -1 
0.962784 -1 
1.08381 -1 
-0.745901 -1 
1.19726 -1 
1.41647 -1 
1.52223 -1 
-0.859517 -1 
-1.21513 -1 
-1.09885 -1 
-1.43776 -1 
-1.33142 -1 
1.31071 -1 
2.14077 -1 
-2.08558 -1 
