ZONE T="boundary0"
-4 -0.356135 
-4 -0.406952 
-4 -0.147108 
-4 0.241121 
-4 0.279543 
-4 0.317964 
-4 0.114906 
-4 0.029324 
-4 -0.0562576 
-4 -1 
-4 0.739764 
-4 1 
-4 -0.267723 
-4 -0.230129 
-4 -0.188618 
-4 0.178013 
-4 -0.599071 
-4 -0.799536 
-4 -0.503012 
-4 0.609646 
-4 -0.101683 
-4 -0.305318 
-4 0.544587 
-4 0.479528 
-4 0.398746 
-4 -0.381544 
-4 0.260332 
-4 -0.0134668 
-4 0.869882 
-4 -0.248926 
-4 -0.167863 
-4 0.0721147 
-4 0.298754 
-4 0.209567 
-4 -0.699303 
-4 -0.454982 
-4 0.674705 
-4 -0.899768 
-4 -0.0789703 
-4 -0.124396 
-4 -0.209373 
-4 -0.286521 
-4 -0.330727 
-4 0.146459 
-4 -0.551042 
-4 0.512057 
-4 0.439137 
-4 0.577116 
-4 0.358355 
ZONE T="boundary1"
-3.83182 1 
-3.66365 1 
1.20129 1 
1.11151 1 
0.762073 1 
-0.99881 1 
0.163876 1 
0.310588 1 
0.209296 1 
3.73127 1 
-0.288165 1 
-0.227964 1 
4 1 
0.41188 1 
-0.440585 1 
1.29107 1 
0.527581 1 
-0.167763 1 
1.42473 1 
-1.69177 1 
-1.60933 1 
-0.838119 1 
-1.30503 1 
1.65766 1 
2.92669 1 
-2.40299 1 
3.46253 1 
3.10617 1 
2.35331 1 
2.16789 1 
-4 1 
1.54119 1 
2.74721 1 
1.82006 1 
-2.59486 1 
-2.86416 1 
-3.13347 1 
0.118455 1 
0.0435289 1 
-0.0313969 1 
-0.364375 1 
-0.648238 1 
0.643282 1 
-0.0995798 1 
-0.544412 1 
-0.743179 1 
-1.23108 1 
-1.11495 1 
0.880864 1 
-1.37898 1 
-1.45293 1 
1.3579 1 
-1.52688 1 
0.996187 1 
-1.77421 1 
-2.21113 1 
2.55026 1 
-2.03389 1 
1.98246 1 
-1.85665 1 
-3.39856 1 
1.1564 1 
0.259942 1 
-0.258064 1 
3.86563 1 
1.24618 1 
0.46973 1 
-0.197863 1 
-1.65055 1 
3.28435 1 
2.2606 1 
1.48296 1 
-2.99882 1 
-2.72951 1 
0.361234 1 
0.141165 1 
0.0809918 1 
0.585432 1 
-0.0654883 1 
-0.596325 1 
-0.918464 1 
-0.695708 1 
-0.790649 1 
-0.40248 1 
-0.32627 1 
-1.17301 1 
0.702678 1 
0.821468 1 
-1.05688 1 
-1.34201 1 
1.32448 1 
-0.492498 1 
1.39132 1 
3.5969 1 
-1.48991 1 
1.59942 1 
1.73886 1 
1.05385 1 
-1.5681 1 
-2.30706 1 
2.64874 1 
-2.49893 1 
-2.12251 1 
-3.91591 1 
2.83695 1 
3.01643 1 
2.07517 1 
2.45179 1 
0.186586 1 
0.006066 1 
-0.133671 1 
-1.41596 1 
0.938526 1 
-1.26806 1 
1.90126 1 
-1.81543 1 
-1.73299 1 
-1.94527 1 
-3.74773 1 
-3.26601 1 
-3.5311 1 
ZONE T="boundary2"
4 -0.806148 
4 -0.612296 
4 -0.483062 
4 0.0142345 
4 0.0833359 
4 0.137985 
4 0.192634 
4 0.274947 
4 0.342227 
4 0.611743 
4 0.420599 
4 1 
4 -0.196352 
4 -1 
4 -0.337937 
4 -0.410499 
4 -0.267144 
4 -0.231748 
4 -0.125609 
4 -0.054867 
4 -0.16098 
4 0.805872 
4 -0.709222 
4 -0.547679 
4 0.0487852 
4 0.16531 
4 0.233791 
4 0.308587 
4 0.516171 
4 0.381413 
4 0.11066 
4 -0.374218 
4 -0.44678 
4 -0.249446 
4 -0.0902381 
4 0.902936 
4 -0.903074 
4 -0.21405 
4 -0.302541 
4 -0.178666 
4 -0.143295 
4 -0.0203163 
4 0.708807 
ZONE T="boundary3"
-3.78439 -1 
-3.56878 -1 
-3.13498 -1 
-3.35188 -1 
-2.54794 -1 
0.20882 -1 
0.582364 -1 
-0.0470112 -1 
0.850035 -1 
-0.262158 -1 
-0.186554 -1 
1.95499 -1 
2.12412 -1 
1.31983 -1 
1.4233 -1 
-2.91472 -1 
-2.69446 -1 
3.81801 -1 
4 -1 
-4 -1 
-1.37118 -1 
-1.90106 -1 
-1.69373 -1 
-1.2621 -1 
-2.10838 -1 
3.01887 -1 
1.77687 -1 
1.59875 -1 
0.0809816 -1 
0.145036 -1 
-0.727115 -1 
0.49724 -1 
0.742375 -1 
0.016927 -1 
-0.110949 -1 
0.272603 -1 
0.34236 -1 
0.412117 -1 
0.943248 -1 
1.03646 -1 
-0.613021 -1 
-0.555974 -1 
-0.498927 -1 
-0.380543 -1 
1.12642 -1 
1.21637 -1 
-0.321351 -1 
-0.832968 -1 
-0.938821 -1 
-1.04592 -1 
-1.15301 -1 
3.48173 -1 
3.63602 -1 
-1.53246 -1 
2.81354 -1 
-2.40142 -1 
3.32744 -1 
2.29325 -1 
3.17316 -1 
2.60822 -1 
-3.67659 -1 
-3.24343 -1 
-0.224356 -1 
1.37157 -1 
-2.80459 -1 
3.909 -1 
-3.8922 -1 
-1.79739 -1 
-1.31664 -1 
1.68781 -1 
0.113009 -1 
0.539802 -1 
0.662369 -1 
-0.0150421 -1 
-0.0789802 -1 
0.240711 -1 
0.176928 -1 
0.377238 -1 
0.454679 -1 
0.896641 -1 
0.307482 -1 
0.796205 -1 
-0.527451 -1 
-0.439735 -1 
1.17139 -1 
-0.350947 -1 
-0.148752 -1 
-0.780042 -1 
-0.885895 -1 
-0.670068 -1 
0.989854 -1 
1.08144 -1 
1.51103 -1 
-0.992369 -1 
-1.20755 -1 
3.55887 -1 
-1.45182 -1 
2.91621 -1 
-2.47468 -1 
-1.6131 -1 
-2.2549 -1 
-2.6212 -1 
3.09601 -1 
2.20868 -1 
2.45073 -1 
-3.46033 -1 
-3.02485 -1 
-2.00472 -1 
-0.291754 -1 
0.0489543 -1 
-0.584498 -1 
-1.09946 -1 
1.2681 -1 
3.2503 -1 
3.40459 -1 
2.71088 -1 
3.72701 -1 
1.86593 -1 
2.03955 -1 
ZONE T="boundary4"
-0.637901 0.00140902 
-0.639056 0.0238277 
-0.577265 0.220737 
-0.427482 0.322917 
0.626636 0.104877 
-0.637166 0.0687745 
-0.633985 0.0911183 
-0.638835 0.0463051 
0.57647 0.226869 
0.561048 0.248828 
-0.60554 0.176211 
-0.615006 0.155889 
-0.587389 0.206766 
-0.596901 0.191826 
0.502316 0.308261 
-0.566418 0.233985 
-0.555098 0.246279 
0.403682 0.362409 
-0.543179 0.257799 
0.544271 0.269195 
-0.530898 0.268351 
-0.518098 0.27812 
0.514156 0.298618 
0.524551 0.289335 
-0.476601 0.303018 
-0.461583 0.310018 
-0.491257 0.295248 
-0.409003 0.32848 
0.589709 0.204954 
-0.445644 0.316518 
-0.346771 0.341941 
-0.368262 0.33805 
-0.389233 0.333534 
-0.302781 0.348217 
